"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020","2020",47.172009,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",47.162442,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",46.59139,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",48.475173,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",46.466407,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019","2019",65.09278,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",64.543046,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",65.475136,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",65.096607,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",65.255671,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020","2020",63.702535,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",63.569965,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",64.337679,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",63.600121,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",63.306792,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019","2019",72.610757,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",71.806736,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",72.759648,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",73.590871,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",72.278122,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020","2020",72.505507,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",71.778068,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q1","T1-2020",73.39129,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q3","T3-2020",71.846606,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q4","T4-2020",72.999071,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2019","2019",53.78164,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q1","T1-2019",52.853157,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q2","T2-2019",54.029342,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q4","T4-2019",53.951342,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2019-Q3","T3-2019",54.293426,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2020","2020",52.945393,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q2","T2-2020",52.529563,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q1","T1-2020",53.125583,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q3","T3-2020",53.122567,,
"IT","Italia","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","99","totale","2020-Q4","T4-2020",53.004143,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019","2019",3.778919,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q1","T1-2019",3.603354,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q2","T2-2019",3.755078,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q4","T4-2019",3.863432,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q3","T3-2019",3.895702,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020","2020",3.379467,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q2","T2-2020",3.101748,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q1","T1-2020",3.255538,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q3","T3-2020",3.447237,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q4","T4-2020",3.733887,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019","2019",26.703591,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q1","T1-2019",25.875995,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q2","T2-2019",26.887525,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q4","T4-2019",26.590023,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q3","T3-2019",27.47714,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020","2020",25.427603,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",25.345697,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",25.321783,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",26.446007,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",24.606705,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2019","2019",48.816424,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",48.5663,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",49.565714,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",48.478826,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",48.657634,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2020","2020",47.403515,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",47.046196,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",48.370375,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",47.053894,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",47.150502,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019","2019",68.391145,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",68.542992,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",69.739979,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",68.15682,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",67.12935,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020","2020",67.159929,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",67.904404,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q1","T1-2020",67.9456,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q3","T3-2020",65.382411,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q4","T4-2020",67.378321,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2019","2019",36.679434,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q1","T1-2019",36.23056,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q2","T2-2019",37.131503,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q4","T4-2019",36.64103,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2019-Q3","T3-2019",36.714695,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2020","2020",35.78249,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q2","T2-2020",35.392539,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q1","T1-2020",36.223105,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q3","T3-2020",35.450639,,
"IT","Italia","EMP_R","tasso di occupazione","2","femmine","Y_GE15","15 anni e più","99","totale","2020-Q4","T4-2020",36.064245,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019","2019",7.923102,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q1","T1-2019",7.611393,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q2","T2-2019",7.988563,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q4","T4-2019",7.985556,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q3","T3-2019",8.11015,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020","2020",7.317816,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q2","T2-2020",7.122992,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q1","T1-2020",7.08756,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q3","T3-2020",7.366262,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q4","T4-2020",7.714202,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019","2019",38.137877,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q1","T1-2019",37.108887,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q2","T2-2019",38.307005,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q4","T4-2019",38.029059,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q3","T3-2019",39.122515,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020","2020",36.932372,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",36.929333,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",36.534215,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",38.122386,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",36.1534,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2019","2019",57.038289,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",56.656916,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",57.595494,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",56.874052,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",57.02745,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2020","2020",55.669977,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",55.375393,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",56.494027,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",55.43456,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",55.37888,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019","2019",70.244172,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",69.968922,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",71.077788,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",70.528659,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",69.395634,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020","2020",69.501989,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",69.619688,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q1","T1-2020",70.324586,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q3","T3-2020",68.236204,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q4","T4-2020",69.804371,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2019","2019",44.928505,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q1","T1-2019",44.248267,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q2","T2-2019",45.282463,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q4","T4-2019",44.990934,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2019-Q3","T3-2019",45.192698,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2020","2020",44.064999,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q2","T2-2020",43.661244,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q1","T1-2020",44.377809,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q3","T3-2020",43.980562,,
"IT","Italia","EMP_R","tasso di occupazione","9","totale","Y_GE15","15 anni e più","99","totale","2020-Q4","T4-2020",44.240883,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019","2019",13.633643,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q1","T1-2019",12.688415,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q2","T2-2019",14.502382,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q4","T4-2019",12.538059,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019-Q3","T3-2019",14.791812,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020","2020",12.285528,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q2","T2-2020",12.934909,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q1","T1-2020",11.351069,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q3","T3-2020",12.501049,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020-Q4","T4-2020",12.293577,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019","2019",52.951849,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q1","T1-2019",52.527428,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q2","T2-2019",53.247357,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q4","T4-2019",52.404534,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2019-Q3","T3-2019",53.620193,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020","2020",51.526003,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q2","T2-2020",51.765052,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q1","T1-2020",51.50492,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q3","T3-2020",52.503881,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","4","licenza di scuola media","2020-Q4","T4-2020",50.321137,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019","2019",70.800197,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q1","T1-2019",71.248573,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q2","T2-2019",71.015158,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q4","T4-2019",70.551255,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2019-Q3","T3-2019",70.394757,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020","2020",69.011166,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q2","T2-2020",68.723681,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q1","T1-2020",70.159325,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q3","T3-2020",68.633659,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","7","diploma","2020-Q4","T4-2020",68.52621,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019","2019",76.780192,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q1","T1-2019",75.927645,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q2","T2-2019",76.622297,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q4","T4-2019",77.930287,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2019-Q3","T3-2019",76.641719,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020","2020",76.294938,,
"ITCD","Nord","EMP_R","tasso di occupazione","1","maschi","Y_GE15","15 anni e più","11","laurea e post-laurea","2020-Q2","T2-2020",76.080769,,
